-61,-67,1,73
50,96,70,89
-75,-59,95,1
-41,-36,-3,68
1,-21,-29,97
26,-31,-17,23
86,62,62,87
76,22,74,30
-67,94,74,95
28,78,-86,97
67,-100,-19,-23
20,-41,-21,35
-21,65,56,-17
91,-4,42,-74
-33,41,2,-37
-98,38,-22,-19
55,-17,-43,-22
12,68,-65,66
-39,72,-62,-22
-62,-62,24,44
91,2,-17,-33
65,77,72,75
43,-11,-6,38
15,96,80,-46
-73,-48,-30,22
43,-87,15,50
-8,83,-19,36
65,-20,48,-21
-18,-43,24,4
-74,86,-90,3
-72,10,83,64
-43,54,24,-79
-69,-48,10,-83
-92,-58,-78,28
75,-73,58,-47
64,-1,36,-16
-46,-55,-59,-98
20,-53,32,22
81,34,-26,57
-95,-67,57,-61
-13,87,15,-26
-53,22,63,83
-62,29,-31,-27
73,-2,-67,77
-37,52,-9,-37
17,58,-8,-71
68,89,-2,-95
59,41,-6,-28
72,51,-37,66
36,41,-31,96
42,63,54,90
18,83,91,-29
43,27,-40,-6
7,65,-24,-34
47,41,-77,-59
-17,-26,-7,91
89,-82,-62,-44
35,-58,4,-67
-6,-56,-43,69
-27,89,-85,-95
-18,10,-57,-100
-25,21,-5,-69
-69,71,-52,-74
-97,-40,81,-79
-24,71,65,6
83,-40,34,-72
-28,47,41,-15
-12,86,-91,78
-27,87,80,-26
-83,-38,82,25
86,-94,69,-42
86,57,94,67
87,-84,-77,74
29,-61,30,73
63,6,51,15
-18,37,-17,64
72,-19,96,-1
-5,21,44,82
33,-38,-27,42
-2,-5,-38,-42
47,-37,70,-56
-82,-58,-69,14
-46,-12,4,-98
59,-91,-35,-31
21,-30,47,3
29,-61,-92,67
68,-86,-48,-56
-97,37,9,-81
-96,-71,4,41
-7,70,-67,-84
-71,-14,-9,-83
-18,-18,-30,-100
-93,59,-89,19
56,-20,97,17
-97,-99,-82,2
-8,43,100,-26
15,-31,42,-54
-82,-97,-63,-55
-96,-30,-7,99
-87,-67,82,-1
-71,-54,1,56
90,46,86,32
-47,50,-90,-10
9,-74,19,27
-33,-47,97,75
71,8,-88,-78
11,90,10,13
-64,-91,85,-95
65,7,21,-13
-11,-20,-14,-88
0,85,-30,-32
-31,-51,-7,-8
82,-53,-44,-36
-92,17,-4,-27
69,-77,-22,16
79,38,-12,-48
85,59,-77,-21
-32,-54,94,46
-33,75,-86,-64
86,35,-68,55
-32,-99,82,11
17,-77,20,-76
11,-27,-15,-42
85,-54,82,20
40,-38,-6,32
82,-95,-56,25
-15,94,52,-60
88,25,13,-30
-5,36,37,-5
13,32,41,51
-9,-1,-72,38
57,-91,-62,42
-35,-47,-68,-29
91,-61,6,-18
-33,-58,-8,59
-76,-57,28,-13
46,-83,-12,80
-61,-100,-67,43
-17,36,99,-84
-100,-7,46,35
-56,47,48,-84
52,-28,-54,-47
5,23,-88,45
47,39,-31,-41
-18,-71,66,-97
-46,80,-95,-46
-70,45,-43,6
62,78,94,12
2,31,13,62
97,-28,-6,-75
-52,-94,74,-86
-95,13,-73,-69
-56,-86,-39,-15
90,-22,7,-94
54,63,32,-73
-51,93,-6,36
85,-8,-20,81
-26,-49,-78,73
24,13,-4,25
-65,-42,-38,50
98,62,-17,89
37,-85,-67,1
82,77,-66,32
-46,47,-39,-78
1,49,-93,-41
-81,-38,-19,31
95,8,-59,90
-44,-88,83,62
50,-23,-97,63
81,-43,-24,94
-10,-41,81,-47
31,-55,-46,-69
-7,-19,-48,-87
48,82,77,-28
-57,-9,65,23
-42,-67,-95,-53
22,97,-53,-76
-3,-77,-59,94
100,-3,-29,-20
85,0,-85,-37
-19,57,71,-71
-79,77,-81,10
-44,49,-53,46
49,65,-53,73
60,-67,-10,-73
30,54,-68,26
18,-100,-1,-20
59,21,90,-97
80,-93,24,67
-51,59,-37,63
59,99,68,78
66,-66,-37,-82
87,-92,52,36
92,47,-19,-6
-69,-35,75,96
-23,89,-95,-95
45,71,-96,-49
-85,-7,75,10
83,-30,-38,59
90,19,-9,-26
-76,-55,-17,57
-50,-35,4,-76
-23,38,96,-15
-43,-24,-90,-3
-84,-85,-44,96
0,-91,15,79
-6,-41,-96,78
-30,-39,77,-7
20,20,-94,80
32,-34,-100,-26
-50,-21,-16,-40
93,-28,-89,-77
-53,1,98,73
-6,-73,3,91
66,-52,-46,-45
15,-62,-50,9
-77,-28,-61,-63
88,21,-11,42
-12,74,90,2
-76,-83,95,-36
94,83,-95,-94
-56,-63,44,30
-54,0,94,-21
-61,-18,-68,67
-54,38,-46,-89
27,85,37,-29
87,-61,-91,-49
-57,-98,5,-70
-2,100,-84,84
-14,-97,-67,-14
-16,69,-19,-60
-14,-21,-77,-32
-90,44,-57,-37
-37,-31,38,46
8,-100,27,89
-11,22,-84,-17
49,9,-46,-71
-87,68,-54,52
-50,-25,81,-95
-38,68,-99,58
4,-81,77,71
-43,-54,88,42
-49,-78,5,-6
-75,88,11,98
-77,28,-20,41
-54,35,-69,11
4,-33,55,-14
-80,55,-60,-81
44,49,-13,40
83,-51,-42,21
90,-35,1,48
-36,-83,-50,33
-14,39,-21,81
95,72,-77,-16
64,-20,-21,62
-12,-65,-41,-7
78,72,61,69
29,-23,-50,-67
21,-70,-86,-97
-3,78,45,-73
86,-14,-80,-13
84,-63,-49,-31
-12,-72,24,76
53,-91,28,-98
-100,58,78,80
-11,-33,-62,-54
-77,81,-80,15
87,58,-44,-30
83,-61,-99,60
-74,-93,-19,96
-64,73,-37,21
-44,-85,-36,-75
-73,84,-74,-17
52,-84,93,-4
-69,-2,30,-78
97,-88,8,59
-88,-5,100,-56
78,92,-30,74
75,32,7,-88
30,9,-15,50
11,-95,-10,14
7,-81,-90,5
61,-26,18,-37
38,47,34,41
58,-65,-62,100
99,19,20,-76
70,65,-91,-55
-69,-69,-87,-76
-48,56,21,3
12,44,98,9
-70,-28,-56,3
-18,15,90,-79
-89,25,91,-78
1,-26,-46,44
-97,-33,6,38
-96,-90,100,-25
-74,-97,18,69
-57,-50,-70,35
-45,69,20,39
55,54,-74,-14
-8,-16,63,-54
-31,-5,0,61
90,1,-68,56
-32,47,-62,-18
-26,67,37,51
-53,-47,11,-61
48,-95,-27,-26
-96,52,-95,-24
-97,81,-44,-97
59,-20,-6,-59
14,-2,-2,85
-19,10,35,44
-49,53,40,-14
35,-85,-43,95
94,-48,24,-14
-70,41,-61,17
23,92,70,15
-27,-28,-94,-29
-52,-90,23,-27
-92,64,89,-23
44,44,83,-38
-95,-48,-30,47
26,71,-70,38
19,-24,-60,63
-11,27,78,82
71,56,94,93
-65,-46,15,85
-87,-32,47,-36
4,-20,-3,-59
-36,-62,-2,15
-46,48,-54,-33
-35,49,21,-96
43,66,-59,19
73,74,-30,11
-11,82,-37,97
-28,-20,-57,-89
-57,-3,77,-82
98,46,-67,-16
-94,43,-35,-99
18,-89,75,-75
47,-25,-72,100
-81,95,46,51
86,-52,35,58
32,22,-41,63
-7,-80,-23,61
60,-13,31,-68
-81,77,47,-72
28,68,84,31
-64,-23,-50,5
-80,82,-37,-14
25,-38,-88,-6
-23,10,69,69
-18,68,40,59
4,72,61,92
-20,42,-44,-74
-62,87,65,-98
69,-95,-35,-84
-67,80,32,5
-20,5,0,12
17,30,54,-6
22,-64,35,90
-92,-4,-77,54
43,50,-2,-37
70,-58,-50,23
-75,-46,16,-94
4,67,-21,-43
-47,-65,-63,-12
20,85,70,73
-82,-31,13,-70
-20,71,-66,1
-72,19,-19,48
82,-8,-97,79
-67,-28,53,-80
23,-86,-4,44
9,83,3,-57
9,20,-11,-40
-36,11,12,29
71,43,3,47
-24,100,-32,-75
-24,-48,-99,-15
-80,34,-93,54
-81,5,99,58
-35,18,-44,10
-14,20,-27,48
63,-27,-50,-14
-46,-39,57,-95
-84,-43,-4,-71
-70,57,-98,80
-92,51,6,-38
65,42,87,-98
62,-30,37,35
-11,98,-52,19
-64,31,53,-43
-6,-33,-20,-72
16,82,-75,34
92,-73,36,21
86,32,-24,-34
-18,-31,33,89
43,-74,29,-44
-72,-34,2,25
-37,-56,93,-88
-79,-25,22,-35
76,65,82,34
78,-71,-98,54
-5,22,97,3
-31,-31,-9,-2
100,-92,37,-43
-51,-86,-54,-34
34,-76,86,81
37,13,84,-45
-95,99,-94,-70
-99,62,-13,-13
-68,86,-96,-35
-11,-91,-50,19
-56,-25,-86,-72
-2,-96,73,-36
59,4,-97,-95
43,-13,-1,4
-55,-57,40,-27
-89,20,-89,-77
-72,37,-97,-61
73,48,-50,-28
56,1,-99,-44
91,-87,-31,-63
91,-59,-56,87
-47,-27,0,-76
4,-78,-73,-37
56,83,-38,27
-70,-55,-36,19
47,-8,-10,-70
-39,21,91,-83
76,-50,-7,89
-37,95,87,71
-36,-43,87,93
-8,40,-52,-87
42,-73,50,-100
-42,62,57,58
-65,-78,6,-85
52,-86,37,-100
24,-13,-29,-91
21,-62,33,24
85,-89,28,25
-77,90,-44,-15
86,-85,56,-95
-61,-22,-41,82
47,39,7,-15
10,-5,92,20
34,-65,-7,43
3,-75,79,8
37,-26,19,-34
-9,-79,-89,97
-16,57,6,80
-36,17,-31,25
-48,-11,-97,-91
-95,61,13,-60
-90,-53,14,77
-43,-96,-44,5
75,-69,-58,67
84,-36,12,-14
69,-8,75,-57
63,-52,-62,2
83,2,-21,80
-3,70,30,-34
86,58,-96,30
-53,-31,-49,-46
-67,-71,-58,-57
-62,36,-14,-14
-40,-19,-3,-28
51,73,-53,31
49,64,-97,-69
31,-46,12,74
17,88,-50,-66
-1,-33,-33,-59
-20,97,30,88
93,-90,-41,-47
30,76,7,-43
-1,75,-92,-74
-52,22,5,-84
53,-99,-76,54
76,-68,97,10
47,31,-94,-21
1,-33,2,-75
67,-26,4,37
66,-1,87,71
19,-11,74,-30
71,11,-89,4
-56,-57,0,-31
25,69,-22,-43
57,-57,58,36
-46,65,97,-96
34,50,75,100
-17,43,33,50
-79,-74,75,51
-76,13,81,-73
-86,0,-48,-65
46,4,-30,-61
36,-89,98,55
-30,-72,69,20
-3,-99,-8,-88
60,-91,-32,-22
-49,-42,77,-25
10,16,-22,-100
49,-10,-78,-84
-86,-50,13,72
25,-5,-99,-51
77,33,60,91
90,-100,-58,-92
96,-42,-64,-18
-73,-92,-74,54
-92,-70,37,36
-37,-1,-99,70
-67,69,-23,92
71,84,-99,86
-15,-26,24,38
92,0,52,-62
16,-89,74,21
-33,97,-66,56
42,-34,74,-65
-74,64,-13,5
72,-83,-73,51
50,-8,-45,29
41,81,4,-81
-10,-29,16,-40
29,54,88,-63
-95,90,90,-71
-48,-71,77,65
25,9,-32,-45
53,-76,77,94
-71,5,62,-60
-10,23,52,-34
14,70,-19,-38
53,-86,-31,97
94,5,5,37
50,-39,86,50
-94,-1,-17,-52
29,-40,48,48
-31,95,91,50
-65,78,93,-84
-58,-69,53,46
-31,-6,-35,-24
67,-41,57,6
-34,37,12,-51
43,68,-53,80
61,4,-56,0
44,-93,7,-57
-27,63,-63,64
-75,-46,-63,-63
36,-58,-69,18
-85,18,84,12
100,-18,68,-35
-38,-89,-2,-36
21,36,-43,19
-54,15,-1,42
-58,44,-44,-66
-45,-34,-61,-96
-85,-43,-94,64
-26,84,62,21
1,0,23,30
20,-5,89,-96
-94,-80,88,-80
-49,91,-1,-20
-58,48,79,-88
26,27,-53,0
93,-59,19,70
-37,96,32,11
30,10,-36,-77
68,4,-93,16
-69,72,-32,-3
38,-39,71,-78
26,-76,53,35
-54,-2,43,-25
64,-31,-61,69
-53,74,-36,60
31,33,80,65
28,45,-57,25
24,-42,-87,79
19,-25,86,9
-81,70,66,-36
-80,30,96,-59
-47,-74,75,-48
78,52,-100,-78
-28,43,-35,-95
-81,-69,19,32
-23,77,-87,-53
-14,-44,-75,-62
90,-48,53,-20
24,76,11,76
-80,57,93,94
46,21,-91,79
76,45,-92,98
92,-96,-24,-76
-77,80,-27,-83
87,58,-6,-84
-89,30,-99,-16
-47,-15,1,67
-66,-12,69,-20
1,95,-31,-40
-30,87,46,32
-90,80,22,30
16,69,57,-4
96,-10,-47,-57
15,-88,-30,93
67,62,-83,-99
-68,19,-36,-16
-41,-26,-45,45
-63,-84,-17,29
-66,29,75,54
8,-90,89,-51
-2,75,-4,-59
-47,-45,46,-13
-78,67,-72,17
95,-84,-76,-61
13,-15,-76,-14
-18,71,-52,76
40,30,-76,-58
-95,-77,63,-53
9,-96,53,-94
67,30,77,25
-11,-90,13,-81
-99,-5,20,97
30,88,-80,100
-59,70,18,-13
71,-47,-92,93
59,-3,4,94
8,-71,-70,39
-36,-99,-17,9
-32,54,-7,-9
82,-99,87,46
-36,6,-37,56
44,63,35,-54
-89,77,-93,72
26,-5,-33,-60
-60,71,-77,75
-30,22,59,10
-40,9,-93,93
12,-30,93,65
-81,16,60,-61
6,85,-27,-74
0,35,-13,100
87,-96,31,-41
-16,44,58,1
-2,45,-17,-11
18,81,39,89
97,90,83,7
20,15,-76,-26
-10,-65,54,-92
17,91,15,-8
69,0,-12,57
75,-19,13,-24
-1,-64,-15,67
53,81,80,63
-88,96,64,25
15,21,3,90
95,75,8,46
73,18,-12,-71
-69,-3,77,58
-22,1,9,13
-31,-67,21,73
9,25,-36,76
-3,-24,46,-60
-63,-34,-84,49
-47,-49,67,64
67,-44,45,-72
-31,-95,-91,35
12,-11,38,84
26,61,63,36
-25,38,-78,-61
22,-26,-87,60
77,-80,-27,68
48,11,92,82
42,-100,62,-67
-36,-27,-3,79
-89,57,-81,-59
87,-22,71,-11
3,-31,13,39
97,58,12,-35
-87,-100,12,-25
83,36,18,43
84,93,-60,-77
24,34,-52,-86
0,55,-33,60
41,-35,83,-87
54,37,53,-90
5,-26,-96,30
6,16,62,10
44,33,-80,56
37,-69,-47,3
-55,24,35,-55
-44,-61,63,-51
-9,-47,93,75
-88,-78,-8,47
30,82,81,-72
-8,98,70,-77
51,13,-5,-81
31,2,-54,8
-76,-46,-83,-96
30,27,-60,-40
82,52,22,-60
-35,41,71,-21
-6,-55,-28,-66
-74,40,-6,88
65,-75,61,77
60,-23,24,65
-50,91,-68,-11
-100,-92,40,-84
88,52,77,15
3,43,-94,79
-88,-2,74,59
-13,-73,-49,-47
-21,55,91,26
-36,-3,34,78
-23,89,-53,93
10,-18,85,-47
19,81,-73,-71
-56,35,30,40
71,-65,53,10
20,-12,-11,62
24,80,-48,-63
-23,85,-4,-94
-100,-90,56,93
73,-97,-7,-70
-74,15,76,-3
-100,37,-83,13
-48,57,33,-20
55,84,21,-67
100,77,86,62
35,1,-91,-63
59,-99,55,-65
-74,-65,97,-23
-31,48,21,-24
-22,75,2,76
-76,-98,-79,-31
-51,74,-41,-6
19,20,-38,15
70,78,70,-76
86,37,-46,100
46,-26,-44,17
89,-53,56,41
-54,-24,-65,-97
40,-11,85,-92
-98,32,-76,65
-8,-53,52,12
-59,-17,64,15
-39,34,-78,100
